Transport,Vehicle Type,Vehicle Monthly Distance Km,Energy efficiency,Waste Bag Weekly Count,Recycling,Monthly Grocery Bill,Frequency of Traveling by Air,CarbonEmission
public,No Vehicle,1610,Yes,7,"['Paper', 'Plastic', 'Metal']",177,very frequently,2644
public,No Vehicle,1886,Yes,3,['Glass'],260,very frequently,3152
public,No Vehicle,109,Yes,1,"['Plastic', 'Glass']",108,never,1055
walk/bicycle,No Vehicle,43,Yes,3,"['Paper', 'Glass']",74,very frequently,1803
walk/bicycle,No Vehicle,58,Sometimes,1,"['Paper', 'Glass']",212,very frequently,3235
walk/bicycle,No Vehicle,30,No,2,"['Paper', 'Metal']",192,rarely,1598
public,No Vehicle,1726,No,1,"['Paper', 'Plastic']",175,very frequently,2631
public,No Vehicle,841,No,3,"['Paper', 'Metal']",268,very frequently,2554
walk/bicycle,No Vehicle,7,No,7,"['Paper', 'Plastic']",77,never,1153
walk/bicycle,No Vehicle,17,Sometimes,5,"['Plastic', 'Glass']",56,never,2161
public,No Vehicle,990,Yes,7,"['Plastic', 'Metal']",193,frequently,1788
public,No Vehicle,1155,No,2,"['Paper', 'Plastic']",220,never,985
walk/bicycle,No Vehicle,16,No,2,"['Paper', 'Plastic', 'Metal']",104,frequently,1760
public,No Vehicle,886,Sometimes,5,"['Paper', 'Plastic']",53,very frequently,2278
walk/bicycle,No Vehicle,44,Yes,6,"['Paper', 'Plastic', 'Metal']",204,very frequently,2375
walk/bicycle,No Vehicle,99,Yes,5,"['Paper', 'Metal']",129,frequently,1900
walk/bicycle,No Vehicle,20,Yes,6,"['Paper', 'Plastic', 'Glass']",291,frequently,2649
walk/bicycle,No Vehicle,67,Sometimes,4,"['Glass', 'Metal']",259,never,1552
public,No Vehicle,1054,Sometimes,6,['Glass'],285,frequently,2322
private,diesel,2299,Sometimes,6,"['Paper', 'Metal']",294,very frequently,4281
public,No Vehicle,69,Sometimes,1,"['Glass', 'Metal']",214,very frequently,2848
public,No Vehicle,1611,Sometimes,4,['Paper'],270,very frequently,2565
public,No Vehicle,1787,Yes,6,"['Paper', 'Plastic', 'Metal']",158,rarely,716
private,hybrid,1958,No,5,[],237,frequently,2788
walk/bicycle,No Vehicle,96,Yes,2,"['Paper', 'Plastic', 'Metal']",184,very frequently,2125
private,hybrid,2763,Yes,1,[],209,rarely,1504
public,No Vehicle,209,Sometimes,4,"['Paper', 'Glass', 'Metal']",199,frequently,1810
private,hybrid,2826,Yes,5,"['Glass', 'Metal']",117,frequently,2134
public,No Vehicle,1227,Sometimes,2,"['Paper', 'Plastic', 'Glass']",147,never,1034
walk/bicycle,No Vehicle,12,Yes,2,"['Glass', 'Metal']",153,very frequently,2221
private,electric,729,Yes,6,['Plastic'],193,frequently,2487
public,No Vehicle,1224,Sometimes,5,"['Glass', 'Metal']",263,never,1523
walk/bicycle,No Vehicle,43,Yes,6,"['Plastic', 'Metal']",232,frequently,1944
public,No Vehicle,1537,Sometimes,3,"['Paper', 'Glass', 'Metal']",126,never,1463
private,diesel,4617,Yes,1,['Plastic'],291,very frequently,4443
public,No Vehicle,976,No,4,"['Paper', 'Plastic']",106,very frequently,3260
public,No Vehicle,629,No,6,"['Plastic', 'Glass', 'Metal']",228,very frequently,3997
walk/bicycle,No Vehicle,70,Yes,2,[],132,rarely,1461
walk/bicycle,No Vehicle,84,Sometimes,3,"['Paper', 'Metal']",116,never,916
private,diesel,8574,Sometimes,5,"['Paper', 'Metal']",291,frequently,4595
walk/bicycle,No Vehicle,54,Sometimes,5,['Metal'],250,frequently,1703
walk/bicycle,No Vehicle,21,Sometimes,4,['Metal'],190,never,2213
private,electric,8184,No,4,"['Paper', 'Metal']",170,rarely,1492
public,No Vehicle,1678,Sometimes,2,"['Paper', 'Plastic']",241,frequently,2323
public,No Vehicle,1420,Sometimes,5,"['Paper', 'Plastic']",238,frequently,2270
private,petrol,2827,No,7,"['Glass', 'Metal']",234,very frequently,3939
private,petrol,1930,No,1,['Paper'],92,frequently,2741
walk/bicycle,No Vehicle,9,Sometimes,6,"['Plastic', 'Glass', 'Metal']",185,very frequently,2647
walk/bicycle,No Vehicle,47,Sometimes,1,"['Paper', 'Plastic', 'Glass', 'Metal']",206,rarely,993
walk/bicycle,No Vehicle,76,Yes,4,"['Plastic', 'Glass']",62,frequently,2001
public,No Vehicle,1541,No,2,"['Paper', 'Glass', 'Metal']",75,very frequently,1952
walk/bicycle,No Vehicle,17,Yes,2,"['Paper', 'Plastic', 'Metal']",178,frequently,1084
public,No Vehicle,1270,Sometimes,3,"['Paper', 'Glass', 'Metal']",229,very frequently,2297
public,No Vehicle,457,Yes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",162,frequently,2021
walk/bicycle,No Vehicle,25,No,6,['Paper'],199,frequently,2180
public,No Vehicle,243,Sometimes,4,"['Plastic', 'Glass']",178,frequently,1583
walk/bicycle,No Vehicle,47,Sometimes,2,"['Paper', 'Plastic']",192,frequently,1549
public,No Vehicle,1482,No,3,"['Paper', 'Plastic', 'Glass']",113,frequently,1616
private,hybrid,5853,No,2,"['Paper', 'Plastic', 'Glass']",197,rarely,1705
private,lpg,9684,Yes,5,['Glass'],116,frequently,4839
public,No Vehicle,1115,Yes,7,[],267,rarely,2207
private,electric,5859,Sometimes,2,[],144,very frequently,2624
private,petrol,4832,Sometimes,7,"['Paper', 'Plastic', 'Glass']",52,frequently,3798
public,No Vehicle,239,No,3,"['Paper', 'Plastic', 'Glass', 'Metal']",229,rarely,1648
private,lpg,2130,Yes,5,['Plastic'],82,rarely,2999
private,hybrid,1306,Sometimes,5,['Metal'],94,never,940
public,No Vehicle,1644,Sometimes,5,[],109,frequently,2137
walk/bicycle,No Vehicle,89,Sometimes,6,"['Paper', 'Plastic', 'Metal']",226,frequently,1927
private,electric,7671,No,2,['Plastic'],179,very frequently,2738
walk/bicycle,No Vehicle,38,Sometimes,6,['Plastic'],84,rarely,1364
private,lpg,922,Yes,4,['Paper'],181,very frequently,4421
public,No Vehicle,176,Sometimes,5,"['Paper', 'Glass', 'Metal']",156,never,1405
public,No Vehicle,1692,No,4,"['Plastic', 'Glass']",294,frequently,2522
private,diesel,9787,No,4,[],57,very frequently,5773
private,petrol,7324,Yes,2,"['Paper', 'Metal']",252,frequently,3840
public,No Vehicle,1103,No,7,"['Glass', 'Metal']",246,never,1931
walk/bicycle,No Vehicle,98,Sometimes,4,['Metal'],183,very frequently,2382
public,No Vehicle,428,No,1,['Glass'],279,never,1127
public,No Vehicle,891,No,7,['Plastic'],196,very frequently,3280
private,hybrid,6486,Yes,2,"['Paper', 'Plastic', 'Glass']",234,never,2229
public,No Vehicle,1556,Sometimes,2,['Glass'],287,frequently,2494
walk/bicycle,No Vehicle,97,No,4,['Plastic'],295,rarely,1894
private,petrol,1504,No,4,"['Paper', 'Plastic', 'Metal']",57,frequently,2650
public,No Vehicle,142,Yes,4,"['Paper', 'Plastic']",93,never,1370
private,hybrid,9541,Sometimes,3,"['Paper', 'Metal']",98,never,2492
private,diesel,9719,Yes,1,['Paper'],178,never,3353
public,No Vehicle,1402,No,4,"['Paper', 'Plastic', 'Glass', 'Metal']",213,frequently,2303
walk/bicycle,No Vehicle,39,No,1,"['Plastic', 'Metal']",250,frequently,2150
walk/bicycle,No Vehicle,9,No,1,['Plastic'],74,very frequently,2743
public,No Vehicle,1886,Yes,5,['Glass'],176,very frequently,3153
public,No Vehicle,1575,Sometimes,3,['Plastic'],286,very frequently,3560
private,diesel,5067,Sometimes,7,"['Glass', 'Metal']",162,never,2342
private,electric,2614,No,5,"['Plastic', 'Metal']",153,never,2152
public,No Vehicle,109,Yes,6,[],229,very frequently,3725
walk/bicycle,No Vehicle,21,Sometimes,7,"['Plastic', 'Glass', 'Metal']",180,frequently,1885
public,No Vehicle,492,Sometimes,2,"['Paper', 'Metal']",96,frequently,1252
public,No Vehicle,358,Yes,6,['Glass'],126,very frequently,2535
walk/bicycle,No Vehicle,10,No,5,['Metal'],228,never,1634
public,No Vehicle,1312,Sometimes,7,['Glass'],221,very frequently,3402
walk/bicycle,No Vehicle,43,No,6,"['Paper', 'Plastic', 'Glass']",256,very frequently,2501
public,No Vehicle,961,No,3,['Plastic'],226,frequently,2283
private,lpg,3981,No,3,[],178,frequently,2863
public,No Vehicle,527,Sometimes,3,"['Plastic', 'Metal']",282,frequently,2335
walk/bicycle,No Vehicle,53,No,4,"['Paper', 'Plastic']",189,frequently,1715
walk/bicycle,No Vehicle,63,Yes,6,"['Paper', 'Glass', 'Metal']",168,never,1827
public,No Vehicle,259,Yes,2,"['Paper', 'Glass', 'Metal']",260,frequently,1224
private,hybrid,9252,Yes,1,"['Paper', 'Glass']",142,never,3011
walk/bicycle,No Vehicle,92,Yes,6,"['Paper', 'Plastic', 'Glass', 'Metal']",74,frequently,2048
private,hybrid,9954,No,6,[],226,never,2970
public,No Vehicle,1552,Yes,6,"['Paper', 'Glass', 'Metal']",271,never,866
private,electric,9794,Yes,7,[],54,rarely,1723
private,hybrid,4105,No,5,"['Paper', 'Plastic', 'Metal']",214,frequently,2590
walk/bicycle,No Vehicle,44,No,4,"['Paper', 'Plastic', 'Glass']",100,never,1088
private,hybrid,8507,No,2,"['Paper', 'Metal']",203,frequently,3335
walk/bicycle,No Vehicle,92,No,1,['Paper'],154,very frequently,1969
private,petrol,3171,Sometimes,5,"['Paper', 'Glass', 'Metal']",67,never,2375
private,petrol,7175,No,3,"['Paper', 'Plastic', 'Metal']",191,very frequently,3852
public,No Vehicle,1341,Sometimes,2,"['Plastic', 'Glass']",115,frequently,2664
walk/bicycle,No Vehicle,72,Sometimes,2,['Metal'],164,never,1343
walk/bicycle,No Vehicle,86,Yes,5,"['Plastic', 'Glass', 'Metal']",65,frequently,1399
walk/bicycle,No Vehicle,14,No,3,['Glass'],88,rarely,1051
public,No Vehicle,1624,Sometimes,4,"['Paper', 'Glass']",223,rarely,2210
private,lpg,8625,Sometimes,3,"['Paper', 'Plastic', 'Glass']",225,rarely,3195
public,No Vehicle,1631,Yes,1,['Plastic'],225,never,1605
public,No Vehicle,1973,Sometimes,5,"['Plastic', 'Metal']",177,rarely,1742
private,diesel,8367,No,7,['Glass'],92,frequently,3926
public,No Vehicle,1553,Yes,1,"['Paper', 'Plastic', 'Glass']",161,rarely,1313
public,No Vehicle,377,No,1,"['Paper', 'Glass', 'Metal']",185,frequently,1392
public,No Vehicle,1664,Sometimes,4,['Plastic'],294,frequently,2238
walk/bicycle,No Vehicle,38,No,7,"['Paper', 'Metal']",222,never,1652
public,No Vehicle,1631,Yes,6,"['Paper', 'Plastic']",197,rarely,1760
private,lpg,6363,No,6,"['Paper', 'Plastic', 'Glass']",130,never,3317
private,electric,485,No,5,"['Glass', 'Metal']",149,frequently,1889
public,No Vehicle,1527,No,3,"['Paper', 'Plastic', 'Metal']",276,rarely,1580
public,No Vehicle,766,Yes,2,"['Paper', 'Plastic', 'Metal']",94,rarely,865
public,No Vehicle,1385,Sometimes,4,['Plastic'],216,very frequently,2880
public,No Vehicle,1002,Yes,6,"['Plastic', 'Metal']",81,never,1171
walk/bicycle,No Vehicle,88,Sometimes,5,['Plastic'],269,frequently,3037
public,No Vehicle,1034,Sometimes,6,['Metal'],123,frequently,1835
public,No Vehicle,1879,Yes,4,[],227,never,1291
walk/bicycle,No Vehicle,0,Sometimes,5,"['Plastic', 'Glass']",273,never,1535
walk/bicycle,No Vehicle,68,Sometimes,2,"['Paper', 'Glass', 'Metal']",188,frequently,1790
walk/bicycle,No Vehicle,69,No,1,"['Glass', 'Metal']",129,rarely,997
private,electric,2321,Yes,5,"['Glass', 'Metal']",126,very frequently,3289
public,No Vehicle,1952,No,1,"['Paper', 'Plastic', 'Glass', 'Metal']",279,rarely,1881
walk/bicycle,No Vehicle,24,Sometimes,4,"['Paper', 'Glass']",85,never,1067
walk/bicycle,No Vehicle,76,Yes,6,"['Plastic', 'Metal']",223,very frequently,2254
private,hybrid,3653,No,2,"['Paper', 'Plastic', 'Metal']",213,never,1552
private,petrol,7745,No,7,"['Paper', 'Plastic', 'Glass', 'Metal']",105,rarely,4022
private,hybrid,1726,No,1,"['Paper', 'Plastic']",109,very frequently,3237
walk/bicycle,No Vehicle,29,Sometimes,2,"['Paper', 'Plastic', 'Metal']",165,very frequently,2530
private,diesel,8360,Sometimes,2,"['Paper', 'Glass']",204,very frequently,5691
walk/bicycle,No Vehicle,72,Sometimes,2,"['Paper', 'Glass', 'Metal']",183,frequently,1448
private,lpg,2202,No,5,['Paper'],232,very frequently,3341
public,No Vehicle,1960,Yes,4,"['Plastic', 'Glass']",88,rarely,1702
public,No Vehicle,1595,Yes,1,['Metal'],126,frequently,1956
walk/bicycle,No Vehicle,84,No,3,['Glass'],239,never,1490
private,hybrid,4420,Sometimes,4,['Plastic'],210,never,2083
private,hybrid,6094,Sometimes,4,"['Paper', 'Glass']",171,very frequently,3739
private,lpg,6713,No,5,"['Glass', 'Metal']",116,very frequently,3820
private,diesel,2027,No,6,"['Plastic', 'Glass', 'Metal']",92,rarely,1311
private,diesel,7319,No,1,"['Glass', 'Metal']",139,very frequently,4195
public,No Vehicle,1317,No,4,['Paper'],209,very frequently,2561
walk/bicycle,No Vehicle,5,No,5,[],296,very frequently,4089
private,electric,6528,No,6,['Plastic'],209,never,1858
walk/bicycle,No Vehicle,48,Yes,7,"['Paper', 'Plastic', 'Metal']",68,rarely,1382
walk/bicycle,No Vehicle,44,Yes,1,"['Plastic', 'Metal']",62,never,925
private,petrol,7782,No,5,"['Paper', 'Plastic']",213,never,4394
private,petrol,6172,Sometimes,6,"['Paper', 'Plastic', 'Metal']",262,never,4478
walk/bicycle,No Vehicle,66,Yes,2,"['Paper', 'Glass']",281,never,1065
private,petrol,8414,No,3,['Metal'],239,never,4833
public,No Vehicle,613,No,2,"['Paper', 'Glass', 'Metal']",59,never,819
walk/bicycle,No Vehicle,75,Sometimes,1,['Paper'],120,rarely,1330
private,hybrid,8961,Sometimes,6,['Metal'],272,never,3669
public,No Vehicle,1356,No,3,"['Paper', 'Plastic']",222,never,1312
public,No Vehicle,1131,Sometimes,3,['Metal'],130,very frequently,3074
walk/bicycle,No Vehicle,81,No,5,"['Paper', 'Plastic', 'Glass']",194,frequently,2135
public,No Vehicle,1522,Sometimes,7,"['Paper', 'Metal']",84,frequently,1865
public,No Vehicle,1943,Yes,4,"['Paper', 'Plastic', 'Glass']",283,very frequently,2467
private,hybrid,7416,Sometimes,7,"['Paper', 'Glass']",255,never,2648
private,diesel,1275,Sometimes,5,"['Paper', 'Plastic']",58,very frequently,2817
walk/bicycle,No Vehicle,69,Yes,2,[],149,rarely,1776
walk/bicycle,No Vehicle,64,No,3,"['Plastic', 'Glass', 'Metal']",55,rarely,1276
private,diesel,3471,Sometimes,2,['Metal'],85,rarely,2966
private,petrol,5557,No,3,"['Paper', 'Plastic', 'Glass', 'Metal']",276,never,4237
public,No Vehicle,237,Sometimes,4,"['Plastic', 'Glass', 'Metal']",283,very frequently,2610
walk/bicycle,No Vehicle,17,No,6,"['Plastic', 'Glass', 'Metal']",74,never,1440
walk/bicycle,No Vehicle,1,Sometimes,4,"['Paper', 'Glass']",129,rarely,1600
walk/bicycle,No Vehicle,75,Sometimes,4,"['Glass', 'Metal']",230,rarely,1490
public,No Vehicle,448,Yes,3,['Glass'],256,rarely,1741
walk/bicycle,No Vehicle,26,Sometimes,2,"['Paper', 'Glass']",179,rarely,1520
walk/bicycle,No Vehicle,12,Sometimes,2,"['Paper', 'Plastic', 'Glass']",209,rarely,1508
public,No Vehicle,1461,Sometimes,5,"['Paper', 'Plastic']",252,very frequently,2599
public,No Vehicle,1818,Sometimes,6,"['Plastic', 'Glass', 'Metal']",208,rarely,1444
walk/bicycle,No Vehicle,6,Sometimes,3,['Glass'],271,rarely,1916
public,No Vehicle,1987,Sometimes,3,"['Plastic', 'Glass']",130,rarely,2603
private,diesel,6568,Sometimes,4,"['Plastic', 'Glass', 'Metal']",272,rarely,3187
public,No Vehicle,1792,Yes,7,"['Paper', 'Plastic', 'Metal']",68,never,1678
public,No Vehicle,1169,Yes,2,"['Paper', 'Plastic', 'Metal']",130,very frequently,3015
public,No Vehicle,138,No,6,"['Paper', 'Glass', 'Metal']",188,never,987
walk/bicycle,No Vehicle,25,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",241,never,928
public,No Vehicle,924,Sometimes,7,"['Plastic', 'Glass']",128,frequently,1765
private,lpg,396,Sometimes,3,['Glass'],260,frequently,2044
private,lpg,3583,No,5,['Metal'],52,never,2907
walk/bicycle,No Vehicle,33,Yes,6,"['Glass', 'Metal']",160,very frequently,3252
public,No Vehicle,917,No,4,"['Plastic', 'Metal']",86,frequently,2806
public,No Vehicle,881,No,3,"['Paper', 'Plastic', 'Glass', 'Metal']",201,frequently,2624
walk/bicycle,No Vehicle,52,Yes,4,"['Paper', 'Plastic', 'Glass', 'Metal']",240,frequently,1820
walk/bicycle,No Vehicle,90,No,3,"['Plastic', 'Metal']",123,never,1095
walk/bicycle,No Vehicle,22,Sometimes,3,"['Glass', 'Metal']",277,rarely,1565
private,electric,7132,Sometimes,1,"['Plastic', 'Glass']",221,rarely,1789
private,petrol,2019,Sometimes,4,[],86,frequently,3514
walk/bicycle,No Vehicle,80,Sometimes,3,"['Paper', 'Glass', 'Metal']",260,frequently,1441
walk/bicycle,No Vehicle,55,Sometimes,1,"['Glass', 'Metal']",293,frequently,1248
walk/bicycle,No Vehicle,89,No,2,"['Plastic', 'Metal']",270,very frequently,2072
public,No Vehicle,986,No,4,[],259,very frequently,2783
walk/bicycle,No Vehicle,17,Yes,7,"['Paper', 'Plastic', 'Glass']",231,rarely,1860
walk/bicycle,No Vehicle,97,Yes,4,['Paper'],143,rarely,1143
public,No Vehicle,1910,No,7,['Paper'],197,very frequently,2721
private,diesel,6969,No,4,"['Paper', 'Metal']",263,rarely,3512
public,No Vehicle,1205,Yes,7,"['Plastic', 'Glass', 'Metal']",262,very frequently,3079
public,No Vehicle,1537,Sometimes,5,"['Plastic', 'Metal']",103,rarely,1906
public,No Vehicle,190,Yes,2,"['Paper', 'Plastic', 'Metal']",228,rarely,1070
walk/bicycle,No Vehicle,21,Yes,5,['Glass'],152,rarely,1148
walk/bicycle,No Vehicle,66,Yes,6,"['Paper', 'Plastic']",57,never,1381
walk/bicycle,No Vehicle,75,Yes,5,"['Paper', 'Plastic', 'Metal']",241,frequently,2495
private,electric,6251,Yes,5,['Plastic'],73,never,1304
public,No Vehicle,328,Sometimes,1,['Plastic'],78,rarely,1001
private,hybrid,2220,No,2,"['Paper', 'Glass']",120,rarely,1953
walk/bicycle,No Vehicle,92,Yes,2,"['Paper', 'Glass']",73,never,392
public,No Vehicle,1826,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",94,very frequently,1943
public,No Vehicle,1183,Yes,3,"['Plastic', 'Metal']",217,rarely,2075
private,hybrid,2088,No,6,"['Paper', 'Plastic', 'Glass']",102,frequently,2082
public,No Vehicle,80,Sometimes,7,"['Paper', 'Plastic', 'Glass']",99,very frequently,2737
public,No Vehicle,1257,Sometimes,7,"['Plastic', 'Glass', 'Metal']",90,never,1454
public,No Vehicle,726,Sometimes,6,"['Glass', 'Metal']",247,never,1794
public,No Vehicle,1824,Sometimes,1,"['Glass', 'Metal']",86,very frequently,2667
private,electric,9401,No,4,"['Plastic', 'Glass']",245,frequently,2988
private,diesel,6352,No,5,"['Paper', 'Plastic', 'Metal']",274,frequently,3278
public,No Vehicle,1463,Yes,1,"['Paper', 'Glass']",273,rarely,1250
private,hybrid,9182,Yes,5,['Glass'],76,rarely,2559
walk/bicycle,No Vehicle,67,No,1,"['Paper', 'Glass', 'Metal']",153,never,531
private,hybrid,5047,No,2,"['Glass', 'Metal']",114,rarely,2617
public,No Vehicle,1578,No,5,['Metal'],135,frequently,2115
walk/bicycle,No Vehicle,8,Sometimes,4,"['Paper', 'Glass', 'Metal']",298,rarely,1439
public,No Vehicle,838,No,6,"['Paper', 'Plastic', 'Metal']",185,never,2096
public,No Vehicle,406,Sometimes,2,"['Plastic', 'Metal']",192,rarely,1368
public,No Vehicle,925,No,7,['Paper'],88,frequently,2746
walk/bicycle,No Vehicle,33,Sometimes,4,"['Plastic', 'Metal']",260,very frequently,2240
public,No Vehicle,1275,Yes,3,['Metal'],182,never,1141
private,petrol,6930,Sometimes,1,"['Glass', 'Metal']",215,very frequently,4298
walk/bicycle,No Vehicle,25,Sometimes,4,"['Paper', 'Glass', 'Metal']",150,never,1037
walk/bicycle,No Vehicle,65,No,2,"['Paper', 'Plastic']",281,very frequently,2940
walk/bicycle,No Vehicle,45,Yes,7,['Glass'],159,never,1428
walk/bicycle,No Vehicle,76,No,6,"['Paper', 'Plastic']",210,never,1591
public,No Vehicle,1136,Sometimes,2,['Glass'],287,very frequently,2649
private,hybrid,7614,No,7,[],291,never,2949
private,diesel,3278,No,3,"['Glass', 'Metal']",69,frequently,2270
public,No Vehicle,539,Yes,2,['Plastic'],246,very frequently,2291
public,No Vehicle,135,Sometimes,7,['Glass'],261,rarely,1332
walk/bicycle,No Vehicle,5,Sometimes,3,"['Paper', 'Plastic']",234,rarely,1273
public,No Vehicle,1539,Sometimes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",281,very frequently,3430
walk/bicycle,No Vehicle,91,No,5,['Plastic'],184,never,1365
walk/bicycle,No Vehicle,21,Yes,3,"['Paper', 'Plastic', 'Glass']",262,very frequently,2522
walk/bicycle,No Vehicle,53,Yes,1,"['Paper', 'Glass', 'Metal']",271,never,1242
public,No Vehicle,643,No,4,"['Paper', 'Metal']",237,rarely,1695
private,electric,5406,Yes,7,['Plastic'],158,frequently,1768
private,hybrid,162,Sometimes,3,['Metal'],142,never,1706
public,No Vehicle,325,Yes,2,"['Paper', 'Plastic']",201,very frequently,2653
walk/bicycle,No Vehicle,36,Sometimes,7,"['Paper', 'Plastic', 'Glass']",50,never,1015
public,No Vehicle,710,Sometimes,3,"['Paper', 'Plastic', 'Metal']",142,rarely,1318
private,diesel,4012,Yes,7,"['Glass', 'Metal']",166,never,1843
public,No Vehicle,1686,Sometimes,1,['Glass'],199,frequently,2369
private,lpg,4850,Sometimes,1,[],163,very frequently,4099
private,diesel,3448,No,2,"['Plastic', 'Glass']",267,very frequently,3621
private,lpg,308,Yes,4,"['Glass', 'Metal']",258,very frequently,2490
private,lpg,1562,No,2,"['Paper', 'Plastic', 'Glass']",197,rarely,2608
walk/bicycle,No Vehicle,43,Sometimes,3,"['Paper', 'Plastic', 'Glass']",143,rarely,1988
walk/bicycle,No Vehicle,42,Yes,5,"['Paper', 'Plastic', 'Metal']",162,frequently,2165
private,electric,1218,Sometimes,1,"['Paper', 'Plastic', 'Glass']",54,very frequently,2591
walk/bicycle,No Vehicle,75,Sometimes,7,['Metal'],95,never,2445
private,electric,2534,Yes,3,['Metal'],283,very frequently,2659
walk/bicycle,No Vehicle,10,Sometimes,7,"['Paper', 'Glass', 'Metal']",104,frequently,2052
private,lpg,8537,Yes,1,"['Paper', 'Metal']",167,rarely,3533
public,No Vehicle,1201,Yes,4,"['Paper', 'Plastic', 'Metal']",94,frequently,2034
private,petrol,5879,Sometimes,5,"['Plastic', 'Metal']",211,very frequently,5354
walk/bicycle,No Vehicle,27,Sometimes,4,['Plastic'],149,very frequently,2484
public,No Vehicle,750,No,3,"['Paper', 'Plastic', 'Metal']",223,very frequently,2924
public,No Vehicle,861,Sometimes,5,['Plastic'],90,never,1350
private,diesel,2634,Yes,4,"['Plastic', 'Glass', 'Metal']",193,very frequently,3893
